fixed acidity,citric acid,residual sugar,sulfur dioxide,density,pH,alcohol,quality
6.8,0.28,4.8,100,0.99026,3.08,12.4,7
6.3,0.19,12.3,145,0.99668,3.16,9.3,6
8,0.28,2.7,165,0.9952,3.26,9.5,6
6.7,0.33,3.6,45,0.99144,3.08,10.5,6
6.7,0.33,3.6,45,0.99144,3.08,10.5,6
6.7,0.22,4.3,99,0.99015,3.26,12.8,7
7,0.3,1.8,142,0.9914,2.99,10.8,6
7.3,0.33,11.8,127,0.99693,3.1,10,6
7.3,0.33,11.8,127,0.99693,3.1,10,6
6.8,0.36,1.4,108,0.99006,3.19,12,6
7.1,0.3,6.6,138,0.99126,3.18,12.6,6
5.8,0.27,1.55,70,0.98994,3.37,11.9,8
5.9,0.28,0.7,28,0.98985,3.13,10.6,5
6.6,0.18,6.4,240,0.9971,3.42,9.2,5
8.6,0.34,11.8,240,0.99882,3.17,10,6
5.6,0.26,4.3,97,0.99477,3.36,9.2,5
5.8,0.26,5.1,103,0.99478,3.36,9.3,6
7.7,0.35,5.8,144,0.99576,3.24,10.2,6
7.7,0.36,5.9,148,0.99578,3.25,10.2,6
6,0.15,1.3,154,0.99354,3.14,8.7,5
7.3,0.35,1.4,163,0.99244,3.24,10.7,5
7.7,0.34,1.2,119,0.99084,3.18,12.1,6
7.9,0.3,7.4,152,0.99612,3.12,9.5,6
6.4,0.29,10.8,118,0.99356,3.18,11.2,6
6.9,0.37,1.8,95,0.98952,2.93,12,6
7.9,0.3,7.4,152,0.99612,3.12,9.5,6
7.7,0.34,1.2,119,0.99084,3.18,12.1,6
7.3,0.35,1.4,163,0.99244,3.24,10.7,5
6.4,0.44,14.4,228,0.99955,3.26,8.8,7
6.2,0.32,3.6,138,0.9892,3.31,13.1,7
7.6,0.32,3.6,93,0.99144,3.08,12.5,7
7,0.32,10.05,131,0.99352,3.09,11.7,8
7,0.32,10.05,131,0.99352,3.09,11.7,8
7,0.32,10.5,135,0.9935,3.09,11.6,8
7.6,0.36,1.9,111,0.99237,3.29,11.3,6
7.6,0.32,3.6,93,0.99144,3.08,12.5,7
6.7,0.37,1.65,103,0.99022,3.11,11.4,5
6.2,0.34,1.9,117,0.99032,3.4,12.2,5
7.1,0.31,6.85,211,0.99587,3.31,10.4,6
7.1,0.31,7.4,211,0.99587,3.31,10.4,6
7.1,0.31,7.4,211,0.99587,3.31,10.4,6
6.4,0.25,20.2,157,0.99976,3.17,9.1,5
8,0.36,11,70,0.99354,3.05,12.2,6
6.4,0.25,20.2,157,0.99976,3.17,9.1,5
6.9,0.42,6.2,176,0.99552,3.12,9.4,5
6.9,0.43,6.2,178,0.99552,3.11,9.4,5
7.1,0.31,6.85,211,0.99587,3.31,10.4,6
6.6,0.51,8,189,0.99604,3.22,9.2,5
6.8,0.44,8.2,183,0.99584,3.2,9.4,5
6.5,0.3,2.2,107,0.98894,3.22,13.5,7
6.8,0.53,10.1,151,0.9963,3.07,9.4,5
6.4,0.32,7.2,83,0.993,3.13,10.9,8
6.5,0.3,2.2,107,0.98894,3.22,13.5,7
6.8,0.53,10.1,151,0.9963,3.07,9.4,5
6.9,0.32,1.6,114,0.99068,3.19,11.4,7
6.7,0.37,1.3,125,0.98964,3.19,12.4,7
6.6,0.51,8,189,0.99604,3.22,9.2,5
6.8,0.44,8.2,183,0.99584,3.2,9.4,5
5.6,0.31,5.3,79,0.9923,3.3,10.5,6
5.5,0.32,14,99,0.99437,3.26,11.5,8
6.4,0.32,7.2,83,0.993,3.13,10.9,8
7.3,0.26,1.6,123,0.99238,3.34,10.8,6
7,0.48,6.1,184,0.99566,3.2,9.4,6
5.8,0.31,2.7,153,0.99067,3.44,12.2,7
7.8,0.31,3.6,100,0.99066,2.99,12.1,7
7.4,0.32,1.7,128,0.9929,3.17,10.9,5
6.7,0.34,1.6,109,0.9934,3.34,10.1,6
5.8,0.31,2.7,153,0.99067,3.44,12.2,7
6.7,0.39,1,71,0.98912,3.31,13,7
6.6,0.24,0.9,72,0.99066,3.23,11,5
7.2,0.41,1.6,126,0.99228,3.19,10.8,5
6.7,0.39,1,71,0.98912,3.31,13,7
6,0.47,10.6,148,0.9958,2.91,9.3,4
6,0.34,2,123,0.99052,3.44,11.4,6
6.6,0.46,6.2,241,0.9968,3.5,9.9,5
6.5,0.24,9.2,150,0.99502,3.22,10.5,5
7.6,0.34,5,56,0.99084,3.06,12.4,6
7.2,0.4,6.3,172,0.99573,3.18,9.5,6
6.3,0.22,3.3,161,0.99256,3.16,10.5,6
6.5,0.45,8,196,0.9959,3.23,9.1,6
6.4,0.31,1.2,138,0.99084,3.38,11.5,7
6.4,0.31,1.2,138,0.99084,3.38,11.5,7
7.1,0.32,16.2,170,0.99644,3.17,11.2,5
6.6,0.34,11.6,140,0.99526,3.22,10.8,5
6.6,0.43,7.2,186,0.9954,3.12,9.4,5
6.6,0.3,1.1,73,0.99095,3.17,11,6
7.2,0.28,3.4,112,0.99188,3.21,11.3,7
6.2,0.27,1.4,117,0.9909,3.28,11.2,6
6.3,0.22,3.3,161,0.99256,3.16,10.5,6
6.5,0.45,8,196,0.9959,3.23,9.1,6
7.3,0.3,9.3,154,0.99581,3.21,10.4,6
6.9,0.29,2.3,82,0.99132,3.1,11.2,7
5.8,0.29,0.9,89,0.98936,3.14,11.1,7
6.5,0.33,3.5,92,0.99136,3.18,11.2,6
5.5,0.38,1.7,98,0.99142,3.29,10.5,6
5.9,0.4,1.3,92,0.99232,3.2,10,6
5.9,0.38,1.3,90,0.99232,3.2,10,6
8,0.31,5.6,97,0.993,3.1,10.9,5
6.5,0.29,7.4,87,0.99311,3.15,10.9,7
6.9,0.29,2.3,82,0.99132,3.1,11.2,7
5.8,0.34,1,86,0.98993,3.5,11.7,5
6.6,0.07,1.5,144,0.99208,3.16,10,5
6.7,0.29,14.9,136,0.99839,3.03,9,5
7.3,0.34,9.3,86,0.99574,3.04,10,5
7.9,0.39,1,154,0.99093,3.08,11.9,5
5.3,0.39,1,101,0.99156,3.57,10.6,6
6.4,0.28,5.9,101,0.99278,3.15,11,6
6.9,0.26,5,143,0.9924,3.25,11.2,7
5.6,0.58,1.25,129,0.98984,3.51,12,7
6.6,0.31,3.9,96,0.99035,3.24,12.6,8
6.9,0.26,5,143,0.9924,3.25,11.2,7
6.6,0.36,0.8,113,0.99165,3.24,10.5,6
7.3,0.33,1,144,0.9923,3.11,10.2,6
6.4,0.28,5.9,101,0.99278,3.15,11,6
5.1,0.32,1.6,90,0.99008,3.57,12.2,6
6.5,0.32,1.3,76,0.98964,3.18,12.3,6
5.3,0.39,1,101,0.99156,3.57,10.6,6
5.6,0.46,1.1,115,0.9909,3.36,10.4,6
5.6,0.58,1.25,129,0.98984,3.51,12,7
6.7,0.32,1.4,121,0.9889,3.15,12.7,7
6.2,0.23,1.2,128,0.99178,3.05,10.6,5
6,0.29,5,108,0.99076,3.14,12.3,6
6.7,0.32,1.4,121,0.9889,3.15,12.7,7
6.7,0.38,1.7,84,0.99046,3.09,11.4,6
6.7,0.38,1.7,84,0.99046,3.09,11.4,6
6.4,0.31,13.9,135,0.99672,3.21,10.7,5
6.5,0.55,5.9,162,0.99482,2.97,9.3,5
5.9,0.33,2.1,138,0.98945,3.37,12.7,6
5.7,0.3,1.1,88,0.98883,3.18,11.7,6
7.9,0.35,6.7,64,0.99362,2.93,10.7,5
7.2,0.28,2.7,94,0.99075,2.99,11.8,7
7,0.3,6.7,125,0.99436,3.2,9.9,5
6.8,0.33,3.95,81,0.98988,3.23,13.4,7
7,0.32,7.75,114,0.99158,3.12,12.8,7
6.9,0.3,10.6,87,0.99265,3.15,12.8,6
6.6,0.31,1.6,101,0.99195,3.13,10.5,5
6.4,0.28,2.5,84,0.99168,3.31,11.5,5
8.5,0.34,0.7,25,0.9918,3.04,10.5,4
8.4,0.36,11.1,132,0.99313,2.95,13,6
5.2,0.29,5.15,138,0.9895,3.19,12.4,8
6.9,0.3,4.7,148,0.9932,3.16,10.2,6
6.7,0.46,9.7,234,0.99848,3.23,9,5
6.4,0.36,1.4,68,0.99014,3.15,11.7,7
6.4,0.26,2,180,0.9952,3.58,10,5
7,0.39,7.5,218,0.99652,3.37,10.3,5
6.7,0.46,9.7,234,0.99848,3.23,9,5
8.6,0.28,0.8,78,0.99104,2.99,11.1,5
6.2,0.26,13.1,150,0.99772,3.31,9,5
6.1,0.37,1.1,97,0.9922,3.4,10.5,6
6.5,0.32,2.2,92,0.99076,3.27,11.9,7
6.2,0.14,8.9,155,0.99622,3.27,9.4,5
5.7,0.25,1.1,81,0.9902,3.31,11.4,6
6.4,0.32,0.9,114,0.99114,3.31,10.8,7
7.6,0.26,1.7,157,0.9938,3.1,9.8,5
6.6,0.46,6.9,183,0.99594,3.2,9.3,5
5.7,0.25,1.1,81,0.9902,3.31,11.4,6
6.2,0.31,1,73,0.99035,3.24,11.3,6
6.2,0.3,1,73,0.99032,3.23,11.3,6
6.1,0.2,7.6,170,0.99558,3.22,9.5,5
6.2,0.14,8.9,155,0.99622,3.27,9.4,5
6.5,0.32,2.2,92,0.99076,3.27,11.9,7
7.7,0.3,1.2,199,0.99413,3.03,9.3,5
6.9,0.38,1,81,0.99043,3.03,11.4,6
6.9,0.38,1,81,0.99043,3.03,11.4,6
6,0.26,3.1,128,0.98982,3.22,12.7,6
7.1,0.4,1.95,118,0.98934,3.2,13.5,7
5.7,0.28,2.2,65,0.9902,3.06,11.2,6
6.4,0.32,8.75,118,0.99449,3.19,10.7,5
7.4,0.4,11.9,92,0.99629,3.01,10.8,4
6.7,0.31,2.7,202,0.9948,3.46,10.5,6
6.5,0.47,5.45,137,0.98984,3.13,13,8
6.9,0.31,6.3,131,0.99326,3.08,10.8,6
6.6,0.29,14.4,118,0.99834,3.05,9.1,6
7.7,0.3,7.8,196,0.99555,3.1,10.1,5
7,0.31,9.1,140,0.99216,2.98,12,7
7,0.31,9.1,140,0.99216,2.98,12,7
6.6,0.29,14.4,118,0.99834,3.05,9.1,6
6.4,0.32,11.3,192,0.99573,3.14,10.2,6
6.9,0.31,6.3,131,0.99326,3.08,10.8,6
5.3,0.29,0.7,66,0.99215,3.3,9.8,5
7.1,0.28,1.25,89,0.98993,2.95,11.4,4
5.2,0.27,0.7,68,0.99218,3.3,9.8,5
7.7,0.3,7.8,196,0.99555,3.1,10.1,5
7,0.29,10.3,98,0.99564,3.19,9.8,8
7,0.29,10.3,98,0.99564,3.19,9.8,8
7.1,0.34,7.8,128,0.99397,3.21,10.7,6
7.2,0.3,8.7,111,0.99576,3.11,10.6,5
6.8,0.46,8.3,173,0.99601,3.17,9.3,5
7,0.29,10.3,98,0.99564,3.19,9.8,8
7.1,0.34,7.8,128,0.99397,3.21,10.7,6
4.9,0.31,1.2,150,0.98713,3.33,14,8
5.1,0.28,8.3,107,0.99308,3.36,11,6
5.1,0.28,8.3,107,0.99308,3.36,11,6
6.8,0.48,6.2,182,0.99582,3.21,9.4,6
6,0.52,5,139,0.99494,3.1,9,6
6,0.25,1.8,108,0.9929,3.08,9,5
7.2,0.22,1.6,101,0.99471,3.37,10,5
6.1,0.25,1.8,109,0.9929,3.08,9,5
6,0.25,1.8,108,0.9929,3.08,9,5
6.4,0.3,2.9,79,0.99037,3.29,12.4,7
7.4,0.24,6,123,0.99304,3.14,11.3,5
8.1,0.38,0.9,86,0.99026,2.8,12,6
6.4,0.3,1.1,94,0.98986,3.01,11.7,6
7.2,0.22,1.6,101,0.99471,3.37,10,5
7.3,0.26,5.45,90,0.98951,2.84,13.2,7
7.7,0.34,14.05,114,0.99634,3.07,11,7
6.9,0.41,8,114,0.99368,3.22,11,6
7.5,0.29,4.9,113,0.99026,3.08,13,7
5.5,0.26,2.2,119,0.98919,3.55,13,8
6.6,0.3,14.9,118,0.99835,3.04,9,6
6.6,0.3,14.9,118,0.99835,3.04,9,6
8.4,0.31,0.95,148,0.99038,2.93,11.5,5
6.7,0.3,1.4,76,0.99104,3.11,11,6
8.4,0.31,0.95,148,0.99038,2.93,11.5,5
7.3,0.24,1.7,112,0.99286,3.11,9.9,5
6.3,0.22,5.6,128,0.99296,3.12,10.4,6
6.6,0.3,14.9,118,0.99835,3.04,9,6
7.5,0.4,7.1,110,0.9954,3.06,9.9,6
8,0.33,1.2,162,0.9914,3.07,11,6
6.8,0.39,9.6,124,0.99286,3.18,12.1,6
6.6,0.2,11.4,131,0.99604,2.96,9.7,6
6.6,0.2,11.4,131,0.99604,2.96,9.7,6
6.7,0.26,7.9,123,0.99119,2.99,12.2,7
6.1,0.42,5,113,0.99007,3.15,12.4,7
8.5,0.28,11.1,97,0.99507,3.03,10.5,7
7,0.31,8,213,0.99596,3.28,10.4,6
6,0.32,3.8,180,0.99011,3.15,12,6
6.9,0.3,10.55,28,0.99184,3.07,12.7,6
6.7,0.28,10.2,115,0.99469,3.11,10.9,7
6.7,0.28,10.2,115,0.99469,3.11,10.9,7
6.8,0.28,9.8,113,0.99406,3.11,10.9,7
7.2,0.31,6.3,103,0.99305,3.15,11.4,7
6.2,0.32,1.1,184,0.99096,3.22,11,6
5,0.32,4.5,178,0.98956,3.45,12.6,7
6.3,0.28,6.3,152,0.9921,3.29,11.6,7
6.6,0.27,10.9,130,0.99496,3.11,10.5,7
6.8,0.28,9.8,113,0.99406,3.11,10.9,7
6.8,0.28,9.8,113,0.99406,3.11,10.9,7
6.6,0.34,0.8,119,0.9888,3.03,12.5,6
6.5,0.36,0.8,111,0.98942,3.11,12.1,8
6.9,0.33,1.2,158,0.99082,3.02,11.3,6
6,0.3,1.3,112,0.98802,3.07,13.3,7
6.8,0.28,9.8,113,0.99406,3.11,10.9,7
6.7,0.28,10.2,115,0.99469,3.11,10.9,7
6.6,0.27,10.9,130,0.99496,3.11,10.5,7
6.3,0.28,6.3,152,0.9921,3.29,11.6,7
7.2,0.31,6.3,103,0.99305,3.15,11.4,7
6.3,0.36,1.2,111,0.99074,3.16,11,6
6.9,0.36,0.9,156,0.98968,3.08,12.1,6
6.2,0.32,1.1,184,0.99096,3.22,11,6
5,0.32,4.5,178,0.98956,3.45,12.6,7
5,0.33,3.7,173,0.9887,3.36,13,7
6.5,0.5,18.1,221,0.99941,2.94,8.8,6
6.7,0.31,1.35,218,0.99388,3.16,9.5,5
6.6,0.36,5.5,105,0.99206,3.2,11.8,6
6.8,0.37,3.1,93,0.99035,3.14,12.2,6
7,0.37,12.85,105,0.99581,3.05,10.7,6
7,0.34,19.8,67,0.9976,3.07,11,6
7.2,0.3,8.25,104,0.99362,2.99,11.4,6
7,0.37,12.85,105,0.99581,3.05,10.7,6
5.9,0.3,3.8,135,0.99016,3.09,12,6
6.8,0.31,6.9,121,0.99176,3.02,11.9,8
7.2,0.3,8.25,104,0.99362,2.99,11.4,6
8.4,0.35,11.7,46,0.99439,3.02,11.8,6
6.8,0.29,4.6,88,0.99458,3.34,10.6,4
7,0.34,19.8,67,0.9976,3.07,11,6
7,0.37,12.85,105,0.99581,3.05,10.7,6
8.4,0.3,8.9,118,0.99456,2.99,10.5,6
7.4,0.22,11.7,150,0.99578,3.1,10.4,5
7.5,0.37,6.2,138,0.99546,3.2,10.5,6
7.1,0.29,14.8,142,0.99518,3.12,12,8
7.1,0.29,14.8,142,0.99518,3.12,12,8
5.8,0.25,10.8,124,0.99646,3.22,9.2,6
6.7,0.46,1.6,92,0.99264,3.37,10.9,5
6.8,0.38,8.3,185,0.99578,3.15,9.5,6
6.9,0.47,8.4,156,0.99604,3.15,9.4,6
6,0.33,2.5,85,0.99014,3.13,11.3,7
6.8,0.34,3.5,189,0.99489,3.42,10.4,5
6.3,0.42,17.2,170,0.99884,3.26,9.4,6
6.5,0.45,2.1,104,0.99054,3.02,11.3,6
6.3,0.29,12.2,196,0.99782,3.14,8.8,6
6.3,0.37,11.8,130,0.99519,3.2,10.8,5
6.2,0.41,16.8,173,0.99882,3.25,9.4,6
6.3,0.42,17.2,170,0.99884,3.26,9.4,6
6,0.3,14.7,144,0.99666,3.12,10.3,6
5.7,0.26,5.5,99,0.99324,3.09,9.9,6
6.9,0.37,6.1,112,0.99086,3.19,12.4,6
7.7,0.53,1.2,167,0.9908,3.11,11.9,5
7.1,0.43,1.3,132,0.99067,3.11,11.7,6
5.6,0.66,10.2,175,0.9945,2.98,10.4,7
7.6,0.36,4.5,102,0.99427,3.09,9.5,5
5.8,0.31,5.9,73,0.99152,3.2,11.9,6
6.3,0.44,1.7,116,0.98935,3.18,12.5,6
6.9,0.41,1.4,55,0.98876,3.16,13.4,5
6.2,0.38,7.9,208,0.99572,3.17,9.1,5
8.5,0.48,1.1,58,0.99184,2.9,10.5,6
6.2,0.54,7,176,0.99454,3.19,10.4,5
6.2,0.54,7,176,0.99454,3.19,10.4,5
6.8,0.43,7.6,110,0.99164,3.08,12.5,8
6.2,0.54,7,176,0.99454,3.19,10.4,5
7,0.38,15.3,120,0.9975,3.18,9.8,6
7.3,0.42,1.2,142,0.99205,3.17,10.7,4
6.1,0.38,2.3,111,0.98962,3.16,12.4,6
7,0.43,6.1,76,0.99118,3.08,12.5,8
6.8,0.43,7.6,110,0.99164,3.08,12.5,8
6.5,0.38,10.2,82,0.99274,3.1,12.1,7
6.7,0.41,2.9,122,0.99052,3.25,12,5
6.6,0.33,8.5,141,0.99546,3.28,10.4,5
6.4,0.4,1.5,87,0.98972,3.11,12.2,7
6.3,0.3,3.1,115,0.9942,3.05,8.6,5
6.2,0.38,7.9,208,0.99572,3.17,9.1,5
7.1,0.35,3.5,91,0.99022,2.96,12.1,5
6.6,0.34,4.9,125,0.99253,3.32,12,5
8.5,0.48,1.1,58,0.99184,2.9,10.5,6
6.2,0.54,7,176,0.99454,3.19,10.4,5
6,0.51,1.2,102,0.9903,3.46,11.9,6
5.8,0.32,4.5,94,0.98906,3.25,13.7,7
6.6,0.35,2.6,78,0.99146,3.22,11.3,6
8.5,0.4,9.9,88,0.9951,3.02,10.5,6
5.8,0.32,4.5,94,0.98906,3.25,13.7,7
6.1,0.34,9.5,201,0.995,3.14,10.1,3
6.3,0.37,1.5,76,0.98876,2.94,12.3,6
6.2,0.38,3.2,89,0.98956,3.06,12,7
6.6,0.35,2.6,78,0.99146,3.22,11.3,6
6.3,0.47,11.2,183,0.99592,3.12,9.5,6
7.6,0.52,3.2,152,0.99129,3.02,11.4,6
7,0.45,2.3,118,0.99064,3.16,11.9,7
6.8,0.39,1.4,102,0.99121,3.23,11.3,7
5.1,0.27,6.7,129,0.99221,3.36,11,7
6.7,0.4,2.1,111,0.98924,2.97,12.2,7
6.7,0.51,4.3,124,0.99176,2.91,10.7,7
7,0.34,10.9,84,0.99432,3.11,10.9,6
6.5,0.26,7,113,0.99366,3.17,10.2,6
7,0.45,2.3,118,0.99064,3.16,11.9,7
7.6,0.49,2.5,130,0.99178,3.15,11.1,5
7.7,0.51,2.6,159,0.99126,3,11.2,6
7.6,0.52,3.2,152,0.99129,3.02,11.4,6
7.7,0.49,2.5,169,0.99252,3.07,10.6,6
7.6,0.46,14.7,151,0.99709,3.03,10.3,5
6.9,0.36,4.5,203,0.99513,3.4,10.4,4
6.7,0.46,2.2,111,0.99045,3.1,11.9,6
6.5,0.39,1.9,98,0.99,3.19,11.9,7
7.6,0.34,1.6,129,0.99305,3.12,10.4,5
6.5,0.39,17.3,126,0.99888,3.11,9.2,6
6.3,0.32,4.2,117,0.99182,3.24,11.3,6
6.3,0.32,4.2,117,0.99182,3.24,11.3,6
6.7,0.37,2.5,89,0.9913,3.25,11,7
6.5,0.39,1.9,98,0.99,3.19,11.9,7
5.9,0.39,1.4,147,0.98836,3.08,12.9,7
5.9,0.37,0.8,21,0.9897,3.09,10.8,5
6.2,0.42,8,206,0.99586,3.16,9.1,6
7.6,0.34,1.6,129,0.99305,3.12,10.4,5
5.6,0.27,1.7,103,0.98892,3.35,12.9,6
5.5,0.22,5.5,86,0.99156,3.46,12.2,5
6.5,0.39,17.3,126,0.99888,3.11,9.2,6
7.4,0.38,8.6,150,0.99534,3.06,10.3,5
7.2,0.37,6.9,128,0.99322,3.08,11,7
7.6,0.38,2.1,98,0.99296,3.17,11,5
6.1,0.38,1.5,122,0.98972,3.2,12,6
6.5,0.38,2.5,148,0.98964,3.17,12.7,6
6.3,0.26,17.6,198,0.99918,3.11,8.8,5
6.3,0.32,4.2,117,0.99182,3.24,11.3,6
6.6,0.35,2.9,121,0.99008,3.19,12.8,6
6.5,0.33,4.8,114,0.992,3.18,11.2,6
6.6,0.39,11.9,221,0.99851,3.26,8.9,6
5.6,0.27,0.9,103,0.99026,3.5,11.2,5
6.2,0.39,1.3,135,0.9906,3.23,11.1,6
6.9,0.43,6.4,115,0.99293,3.05,10.8,6
6.2,0.29,4.3,126,0.99658,3.18,9.3,6
6.6,0.39,11.9,221,0.99851,3.26,8.9,6
5.9,0.32,8.1,34,0.9911,3.22,12.7,7
7.8,0.5,1.3,140,0.9904,3.16,12,6
5.5,0.27,0.9,103,0.99026,3.5,11.2,5
6.2,0.36,17.2,130,0.99946,3.23,8.8,6
6.2,0.36,17.2,130,0.99946,3.23,8.8,6
6.2,0.36,17.2,130,0.99946,3.23,8.8,6
7.2,0.4,8.7,154,0.99568,3.2,10.4,6
6.2,0.36,17.2,130,0.99946,3.23,8.8,6
7.2,0.4,8.7,154,0.99568,3.2,10.4,6
5.8,0.47,7.5,88,0.9907,3.38,14,6
6.2,0.36,17.2,130,0.99946,3.23,8.8,6
5.8,0.33,3.7,88,0.98994,3.25,12.3,6
7.2,0.38,2.2,109,0.99075,3.27,12.6,6
6.8,0.34,7.4,133,0.99212,3.18,12,7
6.1,0.42,15.1,124,0.99684,2.87,9.5,5
6.8,0.34,7.4,133,0.99212,3.18,12,7
7.1,0.37,4.8,114,0.99036,3.08,12.7,7
6.9,0.32,7.9,130,0.99456,3.4,10.5,6
6.5,0.46,1,80,0.98865,3.15,12.9,6
6.1,0.42,15.1,124,0.99684,2.87,9.5,5
6.8,0.34,7.4,133,0.99212,3.18,12,7
7.1,0.37,4.8,114,0.99036,3.08,12.7,7
7.8,0.36,4.6,198,0.99222,3.06,11.9,6
5.2,0.37,6.2,133,0.99076,3.25,12.5,6
5.6,0.4,6.1,118,0.99144,3.21,12.1,7
6.2,0.38,5.1,82,0.98961,3.05,12.5,6
5.7,0.26,6.3,113,0.9936,3.06,9.9,6
7.6,0.46,0.9,147,0.99126,3.02,10.7,6
7.3,0.39,2.3,87,0.99044,2.94,12,6
6.7,0.36,6.6,116,0.99123,2.97,12.2,8
6.7,0.34,7.5,124,0.99123,2.99,12.4,8
6.9,0.35,8.6,125,0.9916,3,12.4,8
7.8,0.34,11.9,140,0.9959,3.02,10.3,6
7.3,0.39,2.3,87,0.99044,2.94,12,6
5.6,0.22,7.1,154,0.9931,3.3,10.5,5
7.6,0.35,4.3,98,0.99422,3.1,9.5,6
8.5,0.4,1.1,106,0.99194,3,10.5,4
6.5,0.38,1,90,0.98926,3.24,12.3,6
8.3,0.37,7.9,107,0.99306,2.93,11.9,6
5.5,0.33,1,131,0.99164,3.25,9.8,5
6.5,0.38,1,90,0.98926,3.24,12.3,6
6.2,0.41,1,76,0.98988,3.14,11.4,7
6.5,0.4,7.3,115,0.99268,3.21,11,6
8.7,0.59,1.7,70,0.99373,3.06,10.8,4
6.7,0.37,1.3,125,0.98939,3.24,12.8,7
7,0.36,6.4,123,0.99318,3.11,11,8
6.6,0.33,1.8,148,0.99196,3.15,10.2,5
5.8,0.3,1.5,114,0.98952,3.32,12.5,7
7.6,0.44,3.8,146,0.9911,3.06,11.6,6
8.3,0.37,7.9,107,0.99306,2.93,11.9,6
5.5,0.33,1,131,0.99164,3.25,9.8,5
5.7,0.32,1.2,89,0.99111,3.26,11,5
7,0.42,5.3,123,0.99321,3.14,10.9,6
6.4,0.38,9.1,127,0.99326,2.97,11,7
7.9,0.44,6.5,126,0.99124,2.96,12.5,6
6.4,0.38,9.1,127,0.99326,2.97,11,7
6.8,0.4,6.3,121,0.99214,3.18,12,7
5.2,0.36,5.1,145,0.9897,3.14,12.4,7
7.9,0.44,6.5,126,0.99124,2.96,12.5,6
5.6,0.34,2.4,97,0.98915,3.22,12.8,7
6.4,0.38,9.1,127,0.99326,2.97,11,7
6.8,0.34,7.5,177,0.99692,3.33,9.1,5
6.8,0.36,5,156,0.991,3.11,12.4,7
6.6,0.39,6.75,98,0.9913,3.15,12.9,7
6.8,0.24,1.6,164,0.99402,3.53,10.8,5
6.4,0.34,16.05,142,0.99678,3.11,10.6,5
5.8,0.23,5,106,0.99458,3.13,9,5
8.2,0.44,12.4,154,0.99452,3.04,12,6
6.4,0.32,0.95,131,0.99033,3.25,11.8,5
7.5,0.45,4.6,158,0.9927,3.01,10.6,6
5.2,0.2,1.7,74,0.99002,3.34,12.3,6
7.1,0.33,1,54,0.99057,3.19,11.5,6
7.2,0.46,1.3,111,0.99127,2.97,11.1,5
5.8,0.23,5,106,0.99458,3.13,9,5
6.2,0.31,2.6,92,0.98938,3.27,12.8,7
9,0.53,2.1,76,0.99001,2.93,12.9,5
6.6,0.38,12.75,74,0.99386,3.1,12.9,6
6.6,0.34,1.1,115,0.9899,3.01,12,6
8.2,0.44,12.4,154,0.99452,3.04,12,6
5.7,0.28,3.7,151,0.9913,3.22,11.2,6
6.6,0.4,2.65,86,0.98916,3.11,13.3,7
5.7,0.3,2.5,125,0.99276,3.34,9.9,6
6.8,0.37,8.2,192,0.99586,3.11,9.5,6
6.8,0.42,7.3,200,0.99556,3.12,9.4,6
6.2,0.26,1.1,119,0.99158,3.48,11,7
6.7,0.57,6.6,150,0.99548,2.96,9.4,6
6.8,0.37,7,107,0.99206,2.98,11.5,6
6.7,0.32,14.5,79,0.99412,3.14,12.5,5
6.2,0.29,11.8,93,0.99364,3.18,11.9,6
6.6,0.34,3,141,0.99338,3.26,10.4,6
5.7,0.28,3.7,151,0.9913,3.22,11.2,6
6.9,0.39,6,141,0.99123,3.11,12.5,6
6.4,0.35,4.6,147,0.99216,3.18,11,7
7.6,0.29,2.5,115,0.99328,3.09,9.8,5
6.6,0.24,3.3,99,0.99031,3.1,12.3,7
6.4,0.42,1,113,0.9908,3.18,11,6
5.8,0.42,1.1,113,0.98871,3.1,12.6,7
7,0.35,1.4,109,0.99119,3.31,11.6,6
6.6,0.24,3.3,99,0.99031,3.1,12.3,7
6.7,0.36,8.55,86,0.99146,3.19,13.4,7
7.6,0.29,2.5,115,0.99328,3.09,9.8,5
6.8,0.41,6.7,116,0.99245,3.18,11.5,6
7.7,0.49,3.8,139,0.99116,3.04,11.6,6
6.4,0.37,4.5,147,0.9921,3.18,11.1,7
6.4,0.35,4.6,147,0.99216,3.18,11,7
6.7,0.45,4.2,131,0.99162,3.06,11.3,6
6.7,0.37,11.3,173,0.99632,3.08,9.9,6
7.1,0.37,5.5,105,0.99082,3.06,12.6,8
5.3,0.16,4.2,100,0.9905,3.3,11.8,8
7.1,0.4,2.2,201,0.99177,3.03,11.4,5
7.4,0.31,14.5,193,0.9986,3.1,9.2,6
7.4,0.31,14.5,193,0.9986,3.1,9.2,6
7.4,0.31,14.5,193,0.9986,3.1,9.2,6
7.4,0.31,14.5,193,0.9986,3.1,9.2,6
7.4,0.31,14.5,193,0.9986,3.1,9.2,6
7.4,0.31,14.5,193,0.9986,3.1,9.2,6
6.3,0.32,1.5,101,0.98923,3.21,13,5
7.6,0.32,18.75,193,1.00014,3.1,9.3,7
6.5,0.31,3.6,92,0.99026,3.22,12.6,8
5.9,0.12,1.4,247,0.99358,3.34,9.6,6
4.2,0.23,5.1,157,0.99688,3.42,8,3
8.1,0.32,10.5,105,0.99407,3.11,11.8,6
5.8,0.2,2,154,0.99226,3.21,10.2,6
7.5,0.36,2.6,126,0.99097,3.32,12.7,6
